PMID	Title	Authors	Citation	First Author	Journal/Book	Publication Year	Create Date	PMCID	NIHMS ID	DOI	InEmbaseResults?
35606263	Novel Quality Measure Set: Closing the Completion Loop on Radiology Follow-up Recommendations for Noncritical Actionable Incidental Findings	"Kadom N, Venkatesh AK, Shugarman SA, Burleson JH, Moore CL, Seidenwurm D."	J Am Coll Radiol. 2022 Jul;19(7):881-890. doi: 10.1016/j.jacr.2022.03.017. Epub 2022 May 21.	Kadom N	J Am Coll Radiol	2022	5/23/22			10.1016/j.jacr.2022.03.017	TRUE
26777124	Differences in health related quality of life in the randomised ARTSCAN study; accelerated vs. conventional radiotherapy for head and neck cancer. A five year follow up	"Nyqvist J, Fransson P, Laurell G, Hammerlid E, Kjellén E, Franzén L, Söderström K, Wickart-Johansson G, Friesland S, Sjödin H, Brun E, Ask A, Nilsson P, Ekberg L, Björk-Eriksson T, Nyman J, Lödén B, Lewin F, Reizenstein J, Lundin E, Zackrisson B."	Radiother Oncol. 2016 Feb;118(2):335-41. doi: 10.1016/j.radonc.2015.12.024. Epub 2016 Jan 6.	Nyqvist J	Radiother Oncol	2016	1/19/16			10.1016/j.radonc.2015.12.024	TRUE
33787297	Peer Learning in Radiology: Effect of a Pay-for-Performance Initiative on Clinical Impact and Usage	"Zhao AH, Burk KS, Enamandram SS, Hanson R, Boland GW, Khorasani R."	AJR Am J Roentgenol. 2021 Jun;216(6):1659-1667. doi: 10.2214/AJR.20.23253. Epub 2021 Mar 31.	Zhao AH	AJR Am J Roentgenol	2021	3/31/21			10.2214/AJR.20.23253	FALSE
32928983	Incidental identification of right atrial mass	"Grazzini G, Pradella S, Miele V."	Heart. 2020 Oct;106(19):1502-1534. doi: 10.1136/heartjnl-2020-317119.	Grazzini G	Heart	2020	9/15/20			10.1136/heartjnl-2020-317119	TRUE
39243018	The scoring system combined with radiomics and imaging features in predicting the malignant potential of incidental indeterminate small (<20 mm) solid pulmonary nodules	"Qu BQ, Wang Y, Pan YP, Cao PW, Deng XY."	BMC Med Imaging. 2024 Sep 6;24(1):234. doi: 10.1186/s12880-024-01413-2.	Qu BQ	BMC Med Imaging	2024	9/6/24	PMC11380408		10.1186/s12880-024-01413-2	TRUE
35167780	The Chain of Adherence for Incidentally Detected Pulmonary Nodules after an Initial Radiologic Imaging Study: A Multisystem Observational Study	"Hedstrom GH, Hooker ER, Howard M, Shull S, Golden SE, Deffebach ME, Gorman JD, Murphy K, Fabbrini A, Melzer AC, Slatore CG."	Ann Am Thorac Soc. 2022 Aug;19(8):1379-1389. doi: 10.1513/AnnalsATS.202111-1220OC.	Hedstrom GH	Ann Am Thorac Soc	2022	2/15/22			10.1513/AnnalsATS.202111-1220OC	TRUE
29357040	Hepatic cavernous hemangiomas: long-term (> 5 years) follow-up changes on contrast-enhanced dynamic computed tomography or magnetic resonance imaging and determinant factors of the size change	"Choi J, Yu JS, Cho ES, Kim JH, Chung JJ."	Radiol Med. 2018 May;123(5):323-330. doi: 10.1007/s11547-018-0854-y. Epub 2018 Jan 22.	Choi J	Radiol Med	2018	1/23/18			10.1007/s11547-018-0854-y	TRUE
28914598	Ovarian Cancer: Prevalence in Incidental Simple Adnexal Cysts Initially Identified in CT Examinations of the Abdomen and Pelvis	"Boos J, Brook OR, Fang J, Brook A, Levine D."	Radiology. 2018 Jan;286(1):196-204. doi: 10.1148/radiol.2017162139. Epub 2017 Sep 14.	Boos J	Radiology	2018	9/16/17			10.1148/radiol.2017162139	TRUE
26588906	"Implementation of Certified EHR, Patient Portal, and ""Direct"" Messaging Technology in a Radiology Environment Enhances Communication of Radiology Results to Both Referring Physicians and Patients"	"Reicher JJ, Reicher MA."	J Digit Imaging. 2016 Jun;29(3):337-40. doi: 10.1007/s10278-015-9845-x.	Reicher JJ	J Digit Imaging	2016	11/22/15	PMC4879032		10.1007/s10278-015-9845-x	TRUE
35802503	Invited Commentary: Elder Abuse and Neglect-Radiologists Ready to Join the Identification and Referral Team	"Jubanyik KJ, Gettel CJ."	Radiographics. 2022 Sep-Oct;42(5):E156-E157. doi: 10.1148/rg.220154. Epub 2022 Jul 8.	Jubanyik KJ	Radiographics	2022	7/8/22	PMC9453288		10.1148/rg.220154	TRUE
30779667	Adoption of a Closed-Loop Communication Tool to Establish and Execute a Collaborative Follow-Up Plan for Incidental Pulmonary Nodules	"Hammer MM, Kapoor N, Desai SP, Sivashanker KS, Lacson R, Demers JP, Khorasani R."	AJR Am J Roentgenol. 2019 May;212(5):1077-1081. doi: 10.2214/AJR.18.20692. Epub 2019 Feb 19.	Hammer MM	AJR Am J Roentgenol	2019	2/20/19	PMC7528936	NIHMS1629901	10.2214/AJR.18.20692	TRUE
1991289	Imaging of adult central nervous system primary malignant gliomas. Staging and follow-up	Zimmerman RA.	Cancer. 1991 Feb 15;67(4 Suppl):1278-83. doi: 10.1002/1097-0142(19910215)67:4+<1278::aid-cncr2820671526>3.0.co;2-u.	Zimmerman RA	Cancer	1991	2/15/91			10.1002/1097-0142(19910215)67:4+<1278::aid-cncr2820671526>3.0.co;2-u	TRUE
26915566	"Hemodynamic and Anatomic Variations Require an Adaptable Approach during Intra-Arterial Chemotherapy for Intraocular Retinoblastoma: Alternative Routes, Strategies, and Follow-Up"	"Bertelli E, Leonini S, Galimberti D, Moretti S, Tinturini R, Hadjistilianou T, De Francesco S, Romano DG, Vallone IM, Cioni S, Gennari P, Galluzzi P, Grazzini I, Rossi S, Bracco S."	AJNR Am J Neuroradiol. 2016 Jul;37(7):1289-95. doi: 10.3174/ajnr.A4741. Epub 2016 Feb 25.	Bertelli E	AJNR Am J Neuroradiol	2016	2/27/16	PMC7960349		10.3174/ajnr.A4741	FALSE
36287625	Predictors of Completion of Clinically Necessary Radiologist-Recommended Follow-Up Imaging: Assessment Using an Automated Closed-Loop Communication and Tracking Tool	"Kapoor N, Lynch EA, Lacson R, Flash MJE, Guenette JP, Desai SP, Eappen S, Khorasani R."	AJR Am J Roentgenol. 2023 Mar;220(3):429-440. doi: 10.2214/AJR.22.28378. Epub 2022 Oct 26.	Kapoor N	AJR Am J Roentgenol	2023	10/26/22			10.2214/AJR.22.28378	TRUE
32949860	Structured report for chest high-resolution computed tomography in patients with connective tissue disease: Impact on the report quality as perceived by referring clinicians	"Cereser L, Marchesini F, Di Poi E, Sacco S, De Marchi G, Linda A, Como G, Zuiani C, Girometti R."	Eur J Radiol. 2020 Oct;131:109269. doi: 10.1016/j.ejrad.2020.109269. Epub 2020 Sep 9.	Cereser L	Eur J Radiol	2020	9/19/20			10.1016/j.ejrad.2020.109269	FALSE
36287622	Beyond the AJR: The Need for High-Reliability Systems to Create and Track Actionable Follow-Up Recommendations in Radiology Reports	"Kapoor N, Khorasani R."	AJR Am J Roentgenol. 2023 Jun;220(6):905. doi: 10.2214/AJR.22.28579. Epub 2022 Oct 26.	Kapoor N	AJR Am J Roentgenol	2023	10/26/22			10.2214/AJR.22.28579	TRUE
22744342	Incidentally discovered benign pancreatic cystic neoplasms not communicating with the ductal system: MR/MRCP imaging appearance and evolution	"Manfredi R, Bonatti M, D'Onofrio M, Mehrabi S, Salvia R, Mantovani W, Pozzi Mucelli R."	Radiol Med. 2013 Mar;118(2):163-80. doi: 10.1007/s11547-012-0837-3. Epub 2012 Jun 28.	Manfredi R	Radiol Med	2013	6/30/12			10.1007/s11547-012-0837-3	TRUE
26262327	Identification of Incidental Pulmonary Nodules in Free-text Radiology Reports: An Initial Investigation	"Oliveira L, Tellis R, Qian Y, Trovato K, Mankovich G."	Stud Health Technol Inform. 2015;216:1027.	Oliveira L	Stud Health Technol Inform	2015	8/12/15				TRUE
31482317	Automated Detection of Radiology Reports that Require Follow-up Imaging Using Natural Language Processing Feature Engineering and Machine Learning Classification	"Lou R, Lalevic D, Chambers C, Zafar HM, Cook TS."	J Digit Imaging. 2020 Feb;33(1):131-136. doi: 10.1007/s10278-019-00271-7.	Lou R	J Digit Imaging	2020	9/5/19	PMC7064732		10.1007/s10278-019-00271-7	TRUE
25749813	"Use of Model-Based Iterative Reconstruction (MBIR) in reduced-dose CT for routine follow-up of patients with malignant lymphoma: dose savings, image quality and phantom study"	"Hérin E, Gardavaud F, Chiaradia M, Beaussart P, Richard P, Cavet M, Deux JF, Haioun C, Itti E, Rahmouni A, Luciani A."	Eur Radiol. 2015 Aug;25(8):2362-70. doi: 10.1007/s00330-015-3656-9. Epub 2015 Mar 8.	Hérin E	Eur Radiol	2015	3/10/15			10.1007/s00330-015-3656-9	TRUE
24370125	Journal Club: incidental thyroid nodules detected at imaging: can diagnostic workup be reduced by use of the Society of Radiologists in Ultrasound recommendations and the three-tiered system?	"Hobbs HA, Bahl M, Nelson RC, Kranz PG, Esclamado RM, Wnuk NM, Hoang JK."	AJR Am J Roentgenol. 2014 Jan;202(1):18-24. doi: 10.2214/AJR.13.10972.	Hobbs HA	AJR Am J Roentgenol	2014	12/28/13			10.2214/AJR.13.10972	TRUE
14746397	Effect of an imaging-based streamlined electronic healthcare process on quality and costs	"Bui AA, Taira RK, Goldman D, Dionisio JD, Aberle DR, El-Saden S, Sayre J, Rice T, Kangarloo H."	Acad Radiol. 2004 Jan;11(1):13-20. doi: 10.1016/s1076-6332(03)00570-1.	Bui AA	Acad Radiol	2004	1/30/04			10.1016/s1076-6332(03)00570-1	TRUE
23849168	Quality of life impact of treatments for localized prostate cancer: cohort study with a 5 year follow-up	"Ferrer M, Guedea F, Suárez JF, de Paula B, Macías V, Mariño A, Hervás A, Herruzo I, Ortiz MJ, Ponce de León J, Sancho G, Boladeras A, Ayala A, Craven-Bratle J, Ávila M, Cunillera O, Pardo Y, Alonso J, Aguiló F; Clinically Localized Prostate Cancer."	Radiother Oncol. 2013 Aug;108(2):306-13. doi: 10.1016/j.radonc.2013.05.038. Epub 2013 Jul 9.	Ferrer M	Radiother Oncol	2013	7/16/13			10.1016/j.radonc.2013.05.038	TRUE
26848062	Absence of Coronary Artery Calcium Identifies Asymptomatic Diabetic Individuals at Low Near-Term But Not Long-Term Risk of Mortality: A 15-Year Follow-Up Study of 9715 Patients	"Valenti V, Hartaigh BÓ, Cho I, Schulman-Marcus J, Gransar H, Heo R, Truong QA, Shaw LJ, Knapper J, Kelkar AA, Sciarretta S, Chang HJ, Callister TQ, Min JK."	Circ Cardiovasc Imaging. 2016 Feb;9(2):e003528. doi: 10.1161/CIRCIMAGING.115.003528.	Valenti V	Circ Cardiovasc Imaging	2016	2/6/16	PMC4745994	NIHMS749214	10.1161/CIRCIMAGING.115.003528	TRUE
20130859	Routine quality control recommendations for nuclear medicine instrumentation	"EANM Physics Committee; Busemann Sokole E, P_achcínska A, Britten A; EANM Working Group on Nuclear Medicine Instrumentation Quality Control; Lyra Georgosopoulou M, Tindale W, Klett R."	Eur J Nucl Med Mol Imaging. 2010 Mar;37(3):662-71. doi: 10.1007/s00259-009-1347-y.	EANM Physics Committee	Eur J Nucl Med Mol Imaging	2010	2/5/10			10.1007/s00259-009-1347-y	TRUE
23304352	A machine learning approach for identifying anatomical locations of actionable findings in radiology reports	"Roberts K, Rink B, Harabagiu SM, Scheuermann RH, Toomay S, Browning T, Bosler T, Peshock R."	AMIA Annu Symp Proc. 2012;2012:779-88. Epub 2012 Nov 3.	Roberts K	AMIA Annu Symp Proc	2012	1/11/13	PMC3540484			TRUE
37820835	Impact of Early Direct Patient Notification on Follow-Up Completion for Nonurgent Actionable Incidental Radiologic Findings	"Loftus JR, Kadom N, Baran TM, Hans K, Waldman D, Wandtke B."	J Am Coll Radiol. 2024 Apr;21(4):558-566. doi: 10.1016/j.jacr.2023.07.026. Epub 2024 Jan 12.	Loftus JR	J Am Coll Radiol	2024	10/11/23			10.1016/j.jacr.2023.07.026	TRUE
9518221	Neurofibromatosis type 1 in children: MR imaging and follow-up studies of central nervous system findings	"Menor F, Marti-Bonmati L, Arana E, Poyatos C, Cortina H."	Eur J Radiol. 1998 Jan;26(2):121-31. doi: 10.1016/s0720-048x(97)00088-0.	Menor F	Eur J Radiol	1998	3/28/98			10.1016/s0720-048x(97)00088-0	TRUE
25756685	Gadodiamide and Dentate Nucleus T1 Hyperintensity in Patients With Meningioma Evaluated by Multiple Follow-Up Contrast-Enhanced Magnetic Resonance Examinations With No Systemic Interval Therapy	"Quattrocchi CC, Mallio CA, Errante Y, Cirimele V, Carideo L, Ax A, Zobel BB."	Invest Radiol. 2015 Jul;50(7):470-2. doi: 10.1097/RLI.0000000000000154.	Quattrocchi CC	Invest Radiol	2015	3/11/15			10.1097/RLI.0000000000000154	TRUE
16085594	Clinically significant incidental findings on the unenhanced CT portion of PET/CT studies: frequency in 250 patients	"Osman MM, Cohade C, Fishman EK, Wahl RL."	J Nucl Med. 2005 Aug;46(8):1352-5.	Osman MM	J Nucl Med	2005	8/9/05				FALSE
25523589	Strategies of collateral blood flow assessment in ischemic stroke: prediction of the follow-up infarct volume in conventional and dynamic CTA	"Beyer SE, Thierfelder KM, von Baumgarten L, Rottenkolber M, Meinel FG, Janssen H, Ertl-Wagner B, Reiser MF, Sommer WH."	AJNR Am J Neuroradiol. 2015 Mar;36(3):488-94. doi: 10.3174/ajnr.A4131. Epub 2014 Dec 18.	Beyer SE	AJNR Am J Neuroradiol	2015	12/20/14	PMC8013068		10.3174/ajnr.A4131	TRUE
29894222	Automated Delivery of Clinical Follow-Up to the Radiologist via E-Mail: Feasibility Study of a New Information Technology Algorithm	"Dibble EH, Binns E, Ellermeier A, March BT, Baird GL, Mayo-Smith WW, Movson JS."	AJR Am J Roentgenol. 2018 Aug;211(2):400-404. doi: 10.2214/AJR.17.19375. Epub 2018 Jun 12.	Dibble EH	AJR Am J Roentgenol	2018	6/13/18			10.2214/AJR.17.19375	FALSE
28325488	Implementation of an Automated Radiology Recommendation-Tracking Engine for Abdominal Imaging Findings of Possible Cancer	"Cook TS, Lalevic D, Sloan C, Chadalavada SC, Langlotz CP, Schnall MD, Zafar HM."	J Am Coll Radiol. 2017 May;14(5):629-636. doi: 10.1016/j.jacr.2017.01.024. Epub 2017 Mar 17.	Cook TS	J Am Coll Radiol	2017	3/23/17			10.1016/j.jacr.2017.01.024	TRUE
24939944	Association of tricuspid regurgitation with clinical and echocardiographic outcomes after percutaneous mitral valve repair with the MitraClip System: 30-day and 12-month follow-up from the GRASP Registry	"Ohno Y, Attizzani GF, Capodanno D, Cannata S, Dipasqua F, Immé S, Barbanti M, Ministeri M, Caggegi A, Pistritto AM, Chiarandà M, Ronsivalle G, Giaquinta S, Farruggio S, Mangiafico S, Scandura S, Tamburino C, Capranzano P, Grasso C."	Eur Heart J Cardiovasc Imaging. 2014 Nov;15(11):1246-55. doi: 10.1093/ehjci/jeu114. Epub 2014 Jun 17.	Ohno Y	Eur Heart J Cardiovasc Imaging	2014	6/19/14			10.1093/ehjci/jeu114	TRUE
38865707	Comprehensive Strategies for the Follow-Up of Interstitial Lung Abnormality	"Ni L, Sun Y, Zhou JP, Li QY."	Am J Respir Crit Care Med. 2024 Sep 1;210(5):692-693. doi: 10.1164/rccm.202311-2161LE.	Ni L	Am J Respir Crit Care Med	2024	6/12/24	PMC11389580		10.1164/rccm.202311-2161LE	TRUE
26320202	Follow-up evaluation of oculomotor performance with fMRI in the subacute phase of concussion	"Johnson B, Hallett M, Slobounov S."	Neurology. 2015 Sep 29;85(13):1163-6. doi: 10.1212/WNL.0000000000001968. Epub 2015 Aug 28.	Johnson B	Neurology	2015	8/31/15	PMC4603885		10.1212/WNL.0000000000001968	FALSE
29246845	The role of the cerebellum in explicit and incidental processing of facial emotional expressions: A study with transcranial magnetic stimulation	"Ferrari C, Oldrati V, Gallucci M, Vecchi T, Cattaneo Z."	Neuroimage. 2018 Apr 1;169:256-264. doi: 10.1016/j.neuroimage.2017.12.026. Epub 2017 Dec 12.	Ferrari C	Neuroimage	2018	12/17/17			10.1016/j.neuroimage.2017.12.026	TRUE
14529768	Biochemical outcomes after prostate brachytherapy with 5-year minimal follow-up: importance of patient selection and implant quality	"Kollmeier MA, Stock RG, Stone N."	Int J Radiat Oncol Biol Phys. 2003 Nov 1;57(3):645-53. doi: 10.1016/s0360-3016(03)00627-8.	Kollmeier MA	Int J Radiat Oncol Biol Phys	2003	10/8/03			10.1016/s0360-3016(03)00627-8	TRUE
28070707	Value-Based Assessment of Radiology Reporting Using Radiologist-Referring Physician Two-Way Feedback System-a Design Thinking-Based Approach	"Shaikh F, Hendrata K, Kolowitz B, Awan O, Shrestha R, Deible C."	J Digit Imaging. 2017 Jun;30(3):267-274. doi: 10.1007/s10278-016-9940-7.	Shaikh F	J Digit Imaging	2017	1/11/17	PMC5422231		10.1007/s10278-016-9940-7	TRUE
8905745	"Long-term follow-up of patients with meningiomas involving the cavernous sinus: recurrence, progression, and quality of life"	"De Jesús O, Sekhar LN, Parikh HK, Wright DC, Wagner DP."	Neurosurgery. 1996 Nov;39(5):915-9; discussion 919-20. doi: 10.1097/00006123-199611000-00005.	De Jesús O	Neurosurgery	1996	11/1/96			10.1097/00006123-199611000-00005	FALSE
21344822	Use of imaging in the follow-up of workers exposed to lung carcinogens: practices in occupational medicine and its determinants	"Verger P, Cabut S, Viau A, Souville M, Pardon C, Charrier D, De Labrusse B, Lehucher-Michel MP, Arnaud S."	Int J Occup Environ Health. 2011 Jan-Mar;17(1):71-9. doi: 10.1179/107735211799031158.	Verger P	Int J Occup Environ Health	2011	2/25/11			10.1179/107735211799031158	TRUE
15763316	"Evaluating adherence to the Dutch guideline for diagnosis, treatment and follow-up of laryngeal carcinomas"	"van Agthoven M, Heule-Dieleman HA, de Boer MF, Kaanders JH, Baatenburg de Jong RJ, Kremer B, Leemans CR, Marres HA, Manni JJ, Langendijk JA, Levendag PC, Tjho-Heslinga RE, de Jong JM, Uyl-de Groot CA, Knegt PP."	Radiother Oncol. 2005 Mar;74(3):337-44. doi: 10.1016/j.radonc.2005.01.003.	van Agthoven M	Radiother Oncol	2005	3/15/05			10.1016/j.radonc.2005.01.003	TRUE
17965039	Older patients with acute stroke in Denmark: quality of care and short-term mortality. A nationwide follow-up study	"Palnum KD, Petersen P, Sørensen HT, Ingeman A, Mainz J, Bartels P, Johnsen SP."	Age Ageing. 2008 Jan;37(1):90-5. doi: 10.1093/ageing/afm134. Epub 2007 Oct 25.	Palnum KD	Age Ageing	2008	10/30/07			10.1093/ageing/afm134	TRUE
16220304	FDG-PET in immunocompetent patients with primary central nervous system lymphoma: correlation with MRI and clinical follow-up	"Palmedo H, Urbach H, Bender H, Schlegel U, Schmidt-Wolf IG, Matthies A, Linnebank M, Joe A, Bucerius J, Biersack HJ, Pels H."	Eur J Nucl Med Mol Imaging. 2006 Feb;33(2):164-8. doi: 10.1007/s00259-005-1917-6. Epub 2005 Oct 12.	Palmedo H	Eur J Nucl Med Mol Imaging	2006	10/13/05			10.1007/s00259-005-1917-6	TRUE
19705400	Prenatal ultrasound exposure and children's school performance at age 15-16: follow-up of a randomized controlled trial	"Stålberg K, Axelsson O, Haglund B, Hultman CM, Lambe M, Kieler H."	Ultrasound Obstet Gynecol. 2009 Sep;34(3):297-303. doi: 10.1002/uog.7332.	Stålberg K	Ultrasound Obstet Gynecol	2009	8/26/09			10.1002/uog.7332	TRUE
25467728	Advanced practice quality improvement project: how to influence physician radiologic imaging ordering behavior	"Durand DJ, Kohli MD."	J Am Coll Radiol. 2014 Dec;11(12 Pt A):1155-9. doi: 10.1016/j.jacr.2014.08.034. Epub 2014 Dec 1.	Durand DJ	J Am Coll Radiol	2014	12/4/14			10.1016/j.jacr.2014.08.034	FALSE
17657416	Contrast enhanced ultrasound with second generation contrast agent for the follow-up of lower-extremity muscle-strain-repairing processes in professional athletes	"Genovese EA, Callegari L, Combi F, Leonardi A, Angeretti MG, Benazzo F, D'Angelo F, Fugazzola C."	Radiol Med. 2007 Aug;112(5):740-50. doi: 10.1007/s11547-007-0177-x. Epub 2007 Jul 26.	Genovese EA	Radiol Med	2007	7/28/07			10.1007/s11547-007-0177-x	TRUE
15287058	Determination of bladder neck position by intraoperative introital ultrasound in colposuspension: outcome at 6-month follow-up	"Viereck V, Bader W, Skala C, Gauruder-Burmester A, Emons G, Hilgers R, Krauss T."	Ultrasound Obstet Gynecol. 2004 Aug;24(2):186-91. doi: 10.1002/uog.1099.	Viereck V	Ultrasound Obstet Gynecol	2004	8/3/04			10.1002/uog.1099	TRUE
21928655	"Recommendations of the American Association of Physicists in Medicine on dosimetry, imaging, and quality assurance procedures for 90Y microsphere brachytherapy in the treatment of hepatic malignancies"	"Dezarn WA, Cessna JT, DeWerd LA, Feng W, Gates VL, Halama J, Kennedy AS, Nag S, Sarfaraz M, Sehgal V, Selwyn R, Stabin MG, Thomadsen BR, Williams LE, Salem R; American Association of Physicists in Medicine."	Med Phys. 2011 Aug;38(8):4824-45. doi: 10.1118/1.3608909.	Dezarn WA	Med Phys	2011	9/21/11			10.1118/1.3608909	TRUE
27651145	Fate of small pancreatic cysts (<3 cm) after long-term follow-up: analysis of significant radiologic characteristics and proposal of follow-up strategies	"Yoen H, Kim JH, Lee DH, Ahn SJ, Yoon JH, Han JK."	Eur Radiol. 2017 Jun;27(6):2591-2599. doi: 10.1007/s00330-016-4589-7. Epub 2016 Sep 21.	Yoen H	Eur Radiol	2017	9/22/16			10.1007/s00330-016-4589-7	TRUE
32062329	Belgian multicentre study on lumbar spine imaging: Radiation dose and cost analysis; Evaluation of compliance with recommendations for efficient use of medical imaging	"De Roo B, Hoste P, Stichelbaut N, Annemans L, Bacher K, Verstraete K."	Eur J Radiol. 2020 Apr;125:108864. doi: 10.1016/j.ejrad.2020.108864. Epub 2020 Feb 6.	De Roo B	Eur J Radiol	2020	2/17/20			10.1016/j.ejrad.2020.108864	TRUE
25247979	"Reply to ""Three-tiered system for incidental thyroid nodules: do not forget the calcifications"""	Hoang JK.	AJR Am J Roentgenol. 2014 Oct;203(4):W453. doi: 10.2214/AJR.14.12650.	Hoang JK	AJR Am J Roentgenol	2014	9/24/14			10.2214/AJR.14.12650	TRUE
21512091	"Intraarterial recombinant tissue plasminogen activator thrombolysis of acute and semiacute lower limb arterial occlusion: quality assurance, complication management, and 12-month follow-up reinterventions"	"Kühn JP, Hoene A, Miertsch M, Traeger T, Langner S, Hosten N, Puls R."	AJR Am J Roentgenol. 2011 May;196(5):1189-93. doi: 10.2214/AJR.10.4477.	Kühn JP	AJR Am J Roentgenol	2011	4/23/11			10.2214/AJR.10.4477	TRUE
39366804	Clinical Impact of Radiologist's Alert System on Patient Care for High-risk Incidental CT Findings: A Machine Learning-Based Risk Factor Analysis	"Oda S, Chikamoto A, Khant ZA, Uetani H, Kidoh M, Nagayama Y, Nakaura T, Hirai T."	Acad Radiol. 2025 Jan;32(1):112-119. doi: 10.1016/j.acra.2024.09.034. Epub 2024 Oct 4.	Oda S	Acad Radiol	2025	10/4/24			10.1016/j.acra.2024.09.034	TRUE
18321985	Incidental acute infarcts identified on diffusion-weighted images: a university hospital-based study	"Yamada K, Nagakane Y, Sasajima H, Nakagawa M, Mineura K, Masunami T, Akazawa K, Nishimura T."	AJNR Am J Neuroradiol. 2008 May;29(5):937-40. doi: 10.3174/ajnr.A1028. Epub 2008 Mar 5.	Yamada K	AJNR Am J Neuroradiol	2008	3/7/08	PMC8128605		10.3174/ajnr.A1028	TRUE
39378217	Implementation of an AI Algorithm in Clinical Practice to Reduce Missed Incidental Pulmonary Embolisms on Chest CT and Its Impact on Short-Term Survival	"Graeve VIJ, Laures S, Spirig A, Zaytoun H, Gregoriano C, Schuetz P, Burn F, Schindera S, Schnitzler T."	Invest Radiol. 2025 Apr 1;60(4):260-266. doi: 10.1097/RLI.0000000000001122. Epub 2024 Oct 9.	Graeve VIJ	Invest Radiol	2025	10/8/24			10.1097/RLI.0000000000001122	TRUE
37828297	Evaluating the reliability of ChatGPT as a tool for imaging test referral: a comparative study with a clinical decision support system	"Rosen S, Saban M."	Eur Radiol. 2024 May;34(5):2826-2837. doi: 10.1007/s00330-023-10230-0. Epub 2023 Oct 13.	Rosen S	Eur Radiol	2024	10/12/23			10.1007/s00330-023-10230-0	TRUE
38447026	"Zero-, Single-, and Few-Shot Learning in Large Language Models to Identify Incidental Findings From Radiology Reports"	Kaba E.	AJR Am J Roentgenol. 2024 Mar;222(3):e2431014. doi: 10.2214/AJR.24.31014. Epub 2024 Mar 27.	Kaba E	AJR Am J Roentgenol	2024	3/6/24			10.2214/AJR.24.31014	TRUE
31857099	"Implementation of a Standardized Template for Reporting of Incidental Pulmonary Nodules: Feasibility, Acceptability, and Outcomes"	"Aase A, Fabbrini AE, White KM, Averill S, Gravely A, Melzer AC."	J Am Coll Radiol. 2020 Feb;17(2):216-223. doi: 10.1016/j.jacr.2019.11.013. Epub 2019 Dec 17.	Aase A	J Am Coll Radiol	2020	12/21/19			10.1016/j.jacr.2019.11.013	TRUE
22080449	Two-dimensional speckle tracking echocardiography in heart transplant patients: three-year follow-up of deformation parameters and ejection fraction derived from transthoracic echocardiography	"Pichler P, Binder T, Höfer P, Bergler-Klein J, Goliasch G, Lajic N, Aliabadi A, Zuckermann A, Syeda B."	Eur Heart J Cardiovasc Imaging. 2012 Feb;13(2):181-6. doi: 10.1093/ejechocard/jer239. Epub 2011 Nov 11.	Pichler P	Eur Heart J Cardiovasc Imaging	2012	11/15/11			10.1093/ejechocard/jer239	TRUE
36494061	When the Virtually Impossible is Virtually Possible: Optimal Workflows and Consultation Types for Virtual Radiology Reading Rooms	"Jhala K, Mandell JC, Klein S, Qureshi T, DiPiro P, Giess CS, Khorasani R."	J Am Coll Radiol. 2023 Jan;20(1):105-111. doi: 10.1016/j.jacr.2022.11.007. Epub 2022 Dec 6.	Jhala K	J Am Coll Radiol	2023	12/9/22			10.1016/j.jacr.2022.11.007	FALSE
31614030	Impact of maternal obesity on fetal cardiac screening: which follow-up strategy is cost-effective?	"Bak GS, Shaffer BL, Madriago E, Allen A, Kelly B, Caughey AB, Pereira L."	Ultrasound Obstet Gynecol. 2020 Nov;56(5):705-716. doi: 10.1002/uog.21895.	Bak GS	Ultrasound Obstet Gynecol	2020	10/16/19			10.1002/uog.21895	TRUE
24594424	A free-response evaluation determining value in the computed tomography attenuation correction image for revealing pulmonary incidental findings: a phantom study	"Thompson JD, Hogg P, Manning DJ, Szczepura K, Chakraborty DP."	Acad Radiol. 2014 Apr;21(4):538-45. doi: 10.1016/j.acra.2014.01.003.	Thompson JD	Acad Radiol	2014	3/6/14	PMC3979294	NIHMS567236	10.1016/j.acra.2014.01.003	TRUE
29389276	Predictors of Residency Performance: A Follow-up Study	"Calhoun KH, Hokanson JA, Bailey BJ."	Otolaryngol Head Neck Surg. 1997 Jun;116(6):647-651. doi: 10.1016/S0194-5998(97)70242-0.	Calhoun KH	Otolaryngol Head Neck Surg	1997	2/2/18			10.1016/S0194-5998(97)70242-0	FALSE
25247948	Journal club: Renal masses detected at abdominal CT: radiologists' adherence to guidelines regarding management recommendations and communication of critical results	"Maehara CK, Silverman SG, Lacson R, Khorasani R."	AJR Am J Roentgenol. 2014 Oct;203(4):828-34. doi: 10.2214/AJR.13.11497.	Maehara CK	AJR Am J Roentgenol	2014	9/24/14	PMC4441534	NIHMS684598	10.2214/AJR.13.11497	TRUE
17885070	"Computer-aided detection of solid lung nodules on follow-up MDCT screening: evaluation of detection, tracking, and reading time"	"Beigelman-Aubry C, Raffy P, Yang W, Castellino RA, Grenier PA."	AJR Am J Roentgenol. 2007 Oct;189(4):948-55. doi: 10.2214/AJR.07.2302.	Beigelman-Aubry C	AJR Am J Roentgenol	2007	9/22/07			10.2214/AJR.07.2302	TRUE
